,year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2
9110,2015,21696.03688,Female,White,Non-Hispanic,Non-Hispanic White,65+,Divorced
9111,2015,1555.16505,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9112,2015,1872.18879,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9113,2015,3264.41339,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
9114,2015,2077.96756,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9115,2015,4882.35054,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Widowed
9116,2015,977.94537,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9117,2015,3133.56732,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9118,2015,3133.56732,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9119,2015,3133.56732,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9120,2015,2125.3349,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9121,2015,4065.16536,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9122,2015,3723.61621,Male,White,Hispanic,Other,35-49,Never married
9123,2015,6430.81756,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9124,2015,4810.15014,Female,White,Hispanic,Other,12-14,Never married
9125,2015,3076.12164,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9126,2015,4406.3826100000015,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Never married
9127,2015,6110.22761,Male,White,Hispanic,Other,21-24,Never married
9128,2015,2952.36593,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9129,2015,2886.22256,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9130,2015,3544.6799200000005,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9131,2015,3544.6799200000005,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9132,2015,5045.13882,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
9133,2015,3600.09299,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9134,2015,1656.14731,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9135,2015,1656.14731,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9136,2015,3282.83049,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9137,2015,3282.83049,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9138,2015,4284.40881,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9139,2015,2841.52294,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9140,2015,2124.34157,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9141,2015,2124.34157,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9142,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9143,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9144,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9145,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9146,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9147,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9148,2015,1224.9304,Female,White,Hispanic,Other,25-34,Separated
9149,2015,1369.88102,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
9150,2015,1641.75788,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9151,2015,1641.75788,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9152,2015,811.41825,Female,White,Hispanic,Other,35-49,Married
9153,2015,827.09704,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9154,2015,20085.3947,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9155,2015,2100.64829,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9156,2015,2476.05824,Male,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
9157,2015,3420.349820000001,Male,White,Hispanic,Other,25-34,Married
9158,2015,3417.24396,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
9159,2015,2986.56601,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9160,2015,2596.59683,Female,Other,Hispanic,Other,21-24,Married
9161,2015,3237.25997,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
9162,2015,27010.4079,Male,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
9163,2015,2876.33179,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9164,2015,3207.81462,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9165,2015,1893.57496,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9166,2015,1424.74525,Female,White,Hispanic,Other,35-49,Married
9167,2015,902.66859,Female,Black,Non-Hispanic,Non-Hispanic Black,65+,Divorced
9168,2015,656.85935,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9169,2015,454.8975,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
9170,2015,746.69935,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9171,2015,880.2283,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9172,2015,880.2283,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9173,2015,880.2283,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9174,2015,2348.26722,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9175,2015,5871.3772,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
9176,2015,949.6436,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9177,2015,2910.9982,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9178,2015,17168.52144,Female,Other,Hispanic,Other,35-49,Widowed
9179,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9180,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9181,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9182,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9183,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9184,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9185,2015,4533.18296,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9186,2015,27199.097760000004,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9187,2015,3514.65027,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9188,2015,2776.19904,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9189,2015,2676.77261,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9190,2015,4095.90387,Male,White,Hispanic,Other,25-34,Never married
9191,2015,2631.64329,Female,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
9192,2015,2631.64329,Female,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
9193,2015,2631.64329,Female,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
9194,2015,2631.64329,Female,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
9195,2015,1599.48922,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9196,2015,1737.8000100000004,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9197,2015,1045.6925199999996,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9198,2015,2459.54205,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9199,2015,1331.27515,Male,Black,Non-Hispanic,Non-Hispanic Black,21-24,Never married
9200,2015,1135.55278,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9201,2015,604.56165,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Married
9202,2015,13249.8051,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Divorced
9203,2015,2369.67709,Male,White,Hispanic,Other,12-14,Never married
9204,2015,3419.80579,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9205,2015,2213.98752,Female,White,Hispanic,Other,35-49,Married
9206,2015,2732.52698,Male,White,Hispanic,Other,50-64,Married
9207,2015,1964.2339600000007,Male,White,Hispanic,Other,35-49,Never married
9208,2015,6023.8266,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9209,2015,1466.46765,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Married
9210,2015,1832.38748,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9211,2015,750.66449,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
9212,2015,26971.9467,Male,Black,Non-Hispanic,Non-Hispanic Black,15-17,Never married
9213,2015,82.6425,Female,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
9214,2015,82.78099,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9215,2015,128.41541999999998,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Never married
9216,2015,128.41541999999998,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Never married
9217,2015,1718.6889600000004,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
9218,2015,1159.89255,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9219,2015,2775.19725,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
9220,2015,618.51897,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9221,2015,618.51897,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9222,2015,1271.97291,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9223,2015,416.67466,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9224,2015,682.8055400000002,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9225,2015,2835.3193,Female,White,Hispanic,Other,35-49,Never married
9226,2015,3257.04603,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9227,2015,4331.60524,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9228,2015,3204.09917,Male,Other,Non-Hispanic,Non-Hispanic,50-64,Married
9229,2015,3035.81331,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9230,2015,2475.85906,Female,White,Non-Hispanic,Non-Hispanic White,65+,Married
9231,2015,3416.3191,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9232,2015,2936.74007,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9233,2015,2936.74007,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9234,2015,6230.411279999998,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9235,2015,3148.20297,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9236,2015,3148.20297,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9237,2015,163.49277,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9238,2015,163.49277,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9239,2015,163.49277,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9240,2015,995.76146,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9241,2015,3156.21416,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9242,2015,3453.24969,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9243,2015,1821.79566,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9244,2015,14532.44349,Female,White,Hispanic,Other,12-14,Never married
9245,2015,3728.81691,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9246,2015,2907.82417,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Widowed
9247,2015,2654.591810000001,Female,White,Non-Hispanic,Non-Hispanic White,65+,Married
9248,2015,3771.39252,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9249,2015,3022.43436,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Widowed
9250,2015,6658.73154,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9251,2015,6658.73154,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9252,2015,6658.73154,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9253,2015,6658.73154,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9254,2015,6824.05717,Female,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
9255,2015,6824.05717,Female,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
9256,2015,4943.40448,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9257,2015,2539.07704,Female,White,Hispanic,Other,65+,Widowed
9258,2015,3531.2274,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9259,2015,1465.8301800000004,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9260,2015,1811.31957,Female,White,Hispanic,Other,35-49,Never married
9261,2015,1843.88948,Male,White,Hispanic,Other,25-34,Never married
9262,2015,891.87041,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9263,2015,1913.29458,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9264,2015,1957.40406,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9265,2015,1697.59138,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9266,2015,1692.38856,Female,Other,Non-Hispanic,Non-Hispanic,35-49,Married
9267,2015,1626.00406,Male,White,Hispanic,Other,50-64,Married
9268,2015,1902.82941,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9269,2015,3368.5582,Male,White,Hispanic,Other,21-24,Never married
9270,2015,2833.3771,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9271,2015,1630.97685,Male,Other,Non-Hispanic,Non-Hispanic,21-24,Never married
9272,2015,18656.9848,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9273,2015,420.08187,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9274,2015,2489.45938,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9275,2015,2489.45938,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9276,2015,3095.10468,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9277,2015,3008.67009,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9278,2015,7379.8182,Female,Black,Non-Hispanic,Non-Hispanic Black,21-24,Never married
9279,2015,3342.05599,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9280,2015,3605.44449,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9281,2015,3605.44449,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9282,2015,3605.44449,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9283,2015,3605.44449,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9284,2015,6157.021720000002,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9285,2015,1827.77141,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9286,2015,4809.58607,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9287,2015,55107.8008,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9288,2015,2859.10529,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9289,2015,4970.97016,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9290,2015,2588.12513,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9291,2015,3242.16043,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9292,2015,3308.25209,Male,White,Hispanic,Other,35-49,Married
9293,2015,4637.1292,Female,Black,Non-Hispanic,Non-Hispanic Black,21-24,Never married
9294,2015,3219.86165,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9295,2015,3219.86165,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9296,2015,3540.9924,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9297,2015,3669.32207,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9298,2015,3008.62566,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9299,2015,4665.13231,Male,White,Hispanic,Other,25-34,Married
9300,2015,2998.6084100000007,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9301,2015,2998.6084100000007,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9302,2015,3593.6969700000004,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9303,2015,5792.55638,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9304,2015,3529.43994,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
9305,2015,4719.648020000001,Female,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
9306,2015,4719.648020000001,Female,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
9307,2015,2572.4766,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
9308,2015,5253.84041,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9309,2015,3423.78046,Female,White,Hispanic,Other,35-49,Married
9310,2015,3423.78046,Female,White,Hispanic,Other,35-49,Married
9311,2015,2983.03212,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9312,2015,2983.03212,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9313,2015,2983.03212,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9314,2015,2983.03212,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9315,2015,951.68472,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9316,2015,951.68472,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9317,2015,951.68472,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9318,2015,951.68472,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9319,2015,107.99754,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9320,2015,562.6804099999998,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9321,2015,622.11655,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9322,2015,460.99659,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9323,2015,460.99659,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9324,2015,1822.74037,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9325,2015,150.89497,Female,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
9326,2015,560.3310799999998,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9327,2015,957.19219,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9328,2015,937.63869,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9329,2015,5963.11055,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9330,2015,3213.57634,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9331,2015,3734.02332,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
9332,2015,476.73399000000006,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9333,2015,4824.4984,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
9334,2015,677.53426,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9335,2015,1842.55266,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9336,2015,1821.39469,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9337,2015,1821.39469,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9338,2015,1821.39469,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9339,2015,511.25454,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9340,2015,639.55458,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9341,2015,459.92725,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9342,2015,4571.71367,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9343,2015,4714.90804,Male,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
9344,2015,3093.65154,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
9345,2015,3093.65154,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
9346,2015,3197.23937,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
9347,2015,4583.71605,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9348,2015,3629.67001,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9349,2015,6029.89386,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9350,2015,3193.08762,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9351,2015,3340.7808800000007,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9352,2015,3039.36616,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9353,2015,4015.77075,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9354,2015,3283.90089,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9355,2015,3327.72175,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9356,2015,3775.54283,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9357,2015,4358.35961,Female,White,Hispanic,Other,35-49,Never married
9358,2015,3402.39656,Female,White,Hispanic,Other,21-24,Never married
9359,2015,3363.17485,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9360,2015,3363.17485,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9361,2015,3363.17485,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9362,2015,3363.17485,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9363,2015,3468.39144,Male,Other,Hispanic,Other,35-49,Married
9364,2015,3149.68101,Female,Other,Hispanic,Other,35-49,Married
9365,2015,3361.31919,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Widowed
9366,2015,30180.0982,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9367,2015,3390.64537,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9368,2015,3628.4256,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9369,2015,3628.4256,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9370,2015,3628.4256,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
9371,2015,724.9775099999998,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9372,2015,1621.7372,Male,Other,Non-Hispanic,Non-Hispanic,21-24,Never married
9373,2015,433.72964,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9374,2015,2069.23792,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9375,2015,4537.570070000002,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9376,2015,2702.02882,Male,Black,Non-Hispanic,Non-Hispanic Black,21-24,Never married
9377,2015,1863.87437,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9378,2015,879.21685,Male,Black,Non-Hispanic,Non-Hispanic Black,65+,Divorced
9379,2015,3040.66073,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9380,2015,3040.66073,Female,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
9381,2015,3123.29167,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9382,2015,3364.52725,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9383,2015,5926.64593,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
9384,2015,3569.3682700000004,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9385,2015,3479.9271,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9386,2015,2770.78927,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9387,2015,2770.78927,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9388,2015,7371.94275,Female,Black,Non-Hispanic,Non-Hispanic Black,21-24,88
9389,2015,1621.51297,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
9390,2015,3196.34072,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9391,2015,3196.34072,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9392,2015,3196.34072,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9393,2015,3196.34072,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9394,2015,3908.20106,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9395,2015,3908.20106,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9396,2015,3908.20106,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
9397,2015,3197.46165,Female,White,Hispanic,Other,35-49,Never married
9398,2015,3436.53449,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9399,2015,3648.54874,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9400,2015,4425.93779,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
9401,2015,5679.5929700000015,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
9402,2015,5679.5929700000015,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
9403,2015,3229.44732,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
9404,2015,3673.73013,Male,White,Hispanic,Other,35-49,Married
9405,2015,3193.96561,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
9406,2015,3652.51882,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
9407,2015,3532.962670000001,Male,White,Hispanic,Other,35-49,Never married
9408,2015,2385.5958,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
9409,2015,4521.28322,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
9410,2015,2723.05124,Male,White,Hispanic,Other,25-34,Divorced
9411,2015,3514.24099,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9412,2015,3749.62719,Male,White,Hispanic,Other,25-34,Divorced
9413,2015,709.51363,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9414,2015,709.51363,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9415,2015,709.51363,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9416,2015,709.51363,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9417,2015,709.51363,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9418,2015,1896.27116,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Divorced
9419,2015,1896.27116,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Divorced
9420,2015,1932.49473,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
9421,2015,556.41653,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
9422,2015,2003.06301,Male,Other,Hispanic,Other,50-64,Separated
9423,2015,4077.45766,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
9424,2015,934.28554,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9425,2015,934.28554,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
9426,2015,1715.87513,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
9427,2015,21588.48392,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
9428,2015,1020.74133,Male,White,Hispanic,Other,35-49,Married
9429,2015,1043.44168,Female,Other,Hispanic,Other,35-49,Married
9430,2015,1043.44168,Female,Other,Hispanic,Other,35-49,Married
9431,2015,6346.3541,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
9432,2015,977.03166,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
9433,2015,3724.56882,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
